,sentence,foodlist
273,내일 식사로는 2시에 쌀밥과 순두부찌개를 조금만,"['쌀밥', '순두부찌개']"
274,"익일 식사로는 아침에 총각 김치 알리오올리오랑 냉면, 보쌈을 맛있게 먹음","['총각 김치', '알리오올리오', '냉면', '보쌈']"
275,익일 식사는 7시에 족발 소고기 비빔밥을 쪼금 먹음,"['족발', '소고기 비빔밥']"
276,"일일 10시에 김치찌개, 콩밥을 급하게 먹었다","['김치찌개', '콩밥']"
277,내일 모레 저녁에 돈까스 배추 된장국을 급하게 먹었어,"['돈까스', '배추 된장국']"
278,오늘 12시에 마라탕과 갈비를 적정량 먹을것임,"['마라탕', '갈비']"
279,익일 식사는 5시에 김치 볶음밥하고 한우를 적당히,"['김치 볶음밥', '한우']"
280,"오늘 3시에 제육볶음, 스테이크를 적당히","['제육볶음', '스테이크']"
281,"어제 저녁으로 피자, 보쌈을 적정량 먹음","['피자', '보쌈']"
282,익일 식사로는 오후에 김치찌개 라면을 많이 먹을꺼야,"['김치찌개', '라면']"
283,내일  2시에 보쌈 김치 볶음밥을 빨리 먹었다,"['보쌈', '김치 볶음밥']"
284,내일 식사로는 오전에 배추 된장국 김치 볶음밥을 쪼금 먹었다,"['배추 된장국', '김치 볶음밥']"
285,익일 식사는 점심으로 탕수육하고 떡을 빨리 먹을것임,"['탕수육', '떡']"
286,"오늘 식사로는 11시에 김치 비빔밥, 스테이크와 갈비를 적당히 먹을꺼야","['김치', '비빔밥', '스테이크', '갈비']"
287,익일 식사로는 2시에 총각 김치와 토마토 샐러드를 없음 먹었다,"['총각 김치', '토마토 샐러드']"
288,"내일 식사는 4시에 간짜장, 오복쟁반을 적정량 먹음","['간짜장', '오복쟁반']"
289,익일 식사는 10시에 족발 보쌈이랑 소고기 비빔밥을 적당히 먹었다,"['족발 보쌈', '소고기 비빔밥']"
290,익일 식사는 5시에 피자랑 간짜장면을 조금 먹을게,"['피자', '간짜장면']"
291,금일 식사는 저녁으로 볶음밥하고 배추 김치를 먹음,"['볶음밥', '배추 김치']"
292,그저께 6시에 토마토 토마토 샐러드를 조금 먹을것 같아,"['토마토', '토마토 샐러드']"
293,오늘 식사로는 2시에 배추 된장국하고 총각 김치를 살짝 먹었다,"['배추 된장국', '총각 김치']"
294,오늘 식사로는 11시에 볶음밥이랑 총각 김치를 맛있게 먹을게,"['볶음밥', '총각 김치']"
295,내일 식사로는 1시에 간짜장 로제 파스타를 조금 먹었다,"['간짜장', '로제 파스타']"
296,내일 식사로는 저녁에 토마토와 간짜장면을 맛있게 먹을꺼야,"['토마토', '간짜장면']"
297,금일 저녁에 마라탕 평양 냉면을 빨리 먹었다,"['마라탕', '평양 냉면']"
298,12시에 갈비를 조금만 먹을게,['갈비']
299,"4시에 쌀밥, 알리오올리오랑 김치찜 라면을 쪼금 먹음","['쌀밥', '알리오올리오', '김치찜', '라면']"
300,금일 점심에 돈까스와 갈비를 맛있게 먹을것임,"['돈까스', '갈비']"
301,"익일 식사는 3시에 탕수육, 만두국을 적정량 먹을것 같아","['탕수육', '만두국']"
302,어제 저녁으로 갈비탕이랑 평양 냉면을 적정량 먹을것 같아,"['갈비탕', '평양 냉면']"
303,오후에 돈까스와 보쌈을 먹었어,"['돈까스', '보쌈']"
304,"그저께 10시에 소고기, 삼겹살을 없음 먹을꺼야","['소고기', '삼겹살']"
305,내일 모레 간식으로 김치찜 간짜장을 없음 먹었어,"['김치찜', '간짜장']"
306,오늘 식사는 6시에 햄버거 김치찌개를 적정량 먹을것임,"['햄버거', '김치찌개']"
307,"오늘 식사는 점심에 로제 파스타와 된장찌개 배추, 돈까스하고 김치찜을 적정량 먹을게","['로제 파스타', '된장찌개', '배추', '돈까스', '김치찜']"
308,익일 식사로는 10시에 햄버거와 떡만두국을 살짝 먹을게,"['햄버거', '떡만두국']"
309,일일 7시에 햄버거랑 로제 파스타를 빨리 먹었어,"['햄버거', '로제 파스타']"
310,오늘 9시에 간짜장 제육볶음을 적당히 먹을게,"['간짜장', '제육볶음']"
311,"오늘 6시에 김치찜, 소고기 비빔밥을 살짝 먹을게","['김치찜', '소고기 비빔밥']"
312,"내일 모레 12시에 토마토 파스타, 알리오올리오를 없음 먹었다","['토마토 파스타', '알리오올리오']"
313,내일 식사는 아침에 팟타이하고 떡만두국을 빨리,"['팟타이', '떡만두국']"
314,익일 식사로는 10시에 쌀밥과 비빔밥을 조금 먹을꺼야,"['쌀밥', '비빔밥']"
315,익일 오전에 나시고랭이랑 제육볶음을 적당히 먹었네,"['나시고랭', '제육볶음']"
316,익일 식사로는 6시에 평양 냉면과 콩밥을 많이 먹을게,"['평양 냉면', '콩밥']"
317,익일 식사는 3시에 토마토 샐러드랑 짜장면을 먹을것임,"['토마토 샐러드', '짜장면']"
318,내일 식사로는 오전에 총각 김치와 된장 라면을 먹을꺼야,"['총각 김치', '된장 라면']"
319,오늘 8시에 김밥과 만두국을 적당히 먹을게,"['김밥', '만두국']"
320,오늘 식사는 아침으로 김밥하고 피자를 빨리 먹음,"['김밥', '피자']"
321,"금일 식사는 2시에 햄버거, 떡만두국을 빨리","['햄버거', '떡만두국']"
322,일일 3시에 토마토 샐러드하고 짜장면을 살짝 먹을꺼야,"['토마토 샐러드', '짜장면']"
323,익일 식사는 2시에 토마토와 스테이크를 쪼금 먹음,"['토마토', '스테이크']"
324,"금일 3시에 햄버거, 라면을 조금만 먹을게","['햄버거', '라면']"
325,"내일 식사는 3시에 쌀밥, 족발 보쌈을 급하게 먹음","['쌀밥', '족발 보쌈']"
326,"일일 11시에 된장찌개, 배추 된장국을 살짝 먹을꺼야","['된장찌개', '배추 된장국']"
327,익일 9시에 로제 파스타랑 삼겹살을 살짝 먹을게,"['로제 파스타', '삼겹살']"
328,익일 식사로는 점심에 마라탕이랑 밥을 적당히 먹었다,"['마라탕', '밥']"
329,내일 식사는 10시에 볶음밥 제육볶음을 빨리 먹을것임,"['볶음밥', '제육볶음']"
330,내일 식사는 김치찌개와 비빔밥을 맛있게 먹을것임,"['김치찌개', '비빔밥']"
331,내일 모레 10시에 총각 김치하고 짜장면을 적당히 먹었네,"['총각 김치', '짜장면']"
332,금일 11시에 수육과 알리오올리오를 급하게 먹을게,"['수육', '알리오올리오']"
333,익일 식사로는 12시에 갈비하고 삼겹살이랑 김치랑 총각 김치를 급하게 먹었네,"['갈비', '삼겹살', '김치', '총각 김치']"
334,일일 오전에 쌀밥이랑 갈비탕을 많이 먹을꺼야,"['쌀밥', '갈비탕']"
335,오늘 식사로는 1시에 토마토 파스타와 순두부찌개 라면과 갈비탕과 김치 볶음밥을 많이 먹음,"['토마토 파스타', '순두부찌개', '라면', '갈비탕', '김치 볶음밥']"
336,익일 11시에 김치찜을 조금 먹었다,['김치찜']
337,익일 식사로는 저녁으로 배추와 라면을 급하게 먹었네,"['배추', '라면']"
338,내일  저녁에 간짜장과 로제 파스타를 조금만,"['간짜장', '로제 파스타']"
339,내일 모레 오전에 돈까스 피자를 없음 먹었어,"['돈까스', '피자']"
340,그저께 9시에 간짜장하고 알리오올리오를 적정량 먹었네,"['간짜장', '알리오올리오']"
341,오늘 식사로는 10시에 햄버거랑 짜장면을 조금만,"['햄버거', '짜장면']"
342,"내일 모레 저녁에 갈비와 짜장면, 돈까스를 적당히 먹음","['갈비', '짜장면', '돈까스']"
343,내일 모레 9시에 탕수육하고 라면을 맛있게 먹었다,"['탕수육', '라면']"
344,"익일 식사는 3시에 된장 라면, 콩밥을 많이 먹을것 같아","['된장 라면', '콩밥']"
345,금일 식사는 8시에 소고기하고 밥을 먹었어,"['소고기', '밥']"
346,내일 식사는 점심으로 짜장면과 알리오올리오를 급하게 먹을것 같아,"['짜장면', '알리오올리오']"
347,금일 식사로는 아침으로 족발과 간짜장을 많이 먹을꺼야,"['족발', '간짜장']"
348,내일 모레 6시에 볶음밥하고 배추 김치를 적당히 먹을것 같아,"['볶음밥', '배추 김치']"
349,오늘 식사는 12시에 김밥하고 김치 볶음밥을 조금 먹었네,"['김밥', '김치 볶음밥']"
350,"어제 2시에 토마토 파스타, 팟타이를 조금만","['토마토 파스타', '팟타이']"
351,"12시에 토마토 샐러드, 쌀밥을 없음 먹을것 같아","['토마토 샐러드', '쌀밥']"
352,익일 식사는 10시에 김밥이랑 간짜장을 먹음,"['김밥', '간짜장']"
353,일일 8시에 떡하고 탕수육을 살짝 먹을꺼야,"['떡', '탕수육']"
354,금일 오전에 토마토 샐러드랑 소고기를 조금만 먹었다,"['토마토 샐러드', '소고기']"
355,금일 오후에 족발 보쌈 만두국을 많이 먹었다,"['족발 보쌈', '만두국']"
356,내일 모레 오전에 배추 된장국하고 토마토를 적당히 먹을게,"['배추 된장국', '토마토']"
357,금일 식사로는 점심에 스테이크와 떡을 맛있게 먹을꺼야,"['스테이크', '떡']"
358,3시에 만두국 간짜장을 없음 먹을꺼야,"['만두국', '간짜장']"
359,"4시에 제육볶음, 족발 보쌈을 없음 먹었어","['제육볶음', '족발 보쌈']"
360,"내일 식사는 10시에 배추 된장국, 피자를 빨리 먹었어","['배추 된장국', '피자']"
361,"금일 식사로는 12시에 김밥, 토마토 샐러드를 살짝 먹었어","['김밥', '토마토 샐러드']"
362,그저께 3시에 오복쟁반 간짜장을 적당히 먹었네,"['오복쟁반', '간짜장']"
363,익일 식사는 8시에 쌀밥 탕수육을 조금 먹을것임,"['쌀밥', '탕수육']"
364,오늘 식사로는 8시에 갈비랑 밥을 맛있게 먹었네,"['갈비', '밥']"
365,익일 식사는 3시에 떡만두국 제육볶음을 적정량 먹을것 같아,"['떡만두국', '제육볶음']"
366,오늘 아침에 보쌈과 김치찜을 많이 먹을것임,"['보쌈', '김치찜']"
367,오전에 순두부찌개 김치를 조금 먹을것임,"['순두부찌개', '김치']"
368,일일 저녁에 된장찌개랑 소고기를 조금만 먹을게,"['된장찌개', '소고기']"
369,금일 저녁으로 평양 냉면 간짜장을 급하게 먹을게,"['평양 냉면', '간짜장']"
370,"내일  오전에 삼겹살, 햄버거를 조금 먹었어","['삼겹살', '햄버거']"
371,금일 토마토 샐러드하고 밥을 적당히 먹을것 같아,"['토마토 샐러드', '밥']"
372,어제 간짜장면이랑 냉면을 조금만 먹을것 같아,"['간짜장면', '냉면']"
373,일일 9시에 오복쟁반이랑 배추 김치를 급하게 먹었어,"['오복쟁반', '배추 김치']"
374,내일  10시에 총각 김치랑 소고기 비빔밥이랑 비빔밥을 쪼금 먹을꺼야,"['총각 김치', '소고기 비빔밥', '비빔밥']"
375,"어제 오후에 쌀밥, 김치 볶음밥을 쪼금 먹었네","['쌀밥', '김치 볶음밥']"
376,금일 식사로는 10시에 나시고랭하고 로제 파스타하고 김치찌개를 조금만 먹을게,"['나시고랭', '로제 파스타', '김치찌개']"
377,"금일 식사로는 9시에 간짜장면, 오복쟁반을 먹었네","['간짜장면', '오복쟁반']"
378,일일 점심으로 김치 볶음밥 알리오올리오를 적당히 먹음,"['김치 볶음밥', '알리오올리오']"
379,오늘 식사는 1시에 김치 볶음밥이랑 햄버거를 먹었어,"['김치 볶음밥', '햄버거']"
380,어제 오후에 만두국과 소고기를 없음 먹음,"['만두국', '소고기']"
381,오늘 2시에 족발 보쌈이랑 오복쟁반을 먹었다,"['족발 보쌈', '오복쟁반']"
382,익일 식사는 저녁에 제육볶음과 간짜장을 없음 먹었어,"['제육볶음', '간짜장']"
383,"내일  3시에 평양 냉면, 나시고랭을 많이 먹음","['평양 냉면', '나시고랭']"
384,내일 모레 점심에 삼겹살 김치를 먹었다,"['삼겹살', '김치']"
385,내일 식사로는 9시에 떡만두국이랑 오복쟁반 배추를 먹을것임,"['떡만두국', '오복쟁반', '배추']"
386,일일 5시에 김치찌개랑 토마토 파스타를 조금 먹음,"['김치찌개', '토마토 파스타']"
387,오늘 식사로는 아침으로 콩밥이랑 간짜장을 적당히 먹었다,"['콩밥', '간짜장']"
388,금일 식사로는 9시에 배추 김치 김치 볶음밥을 쪼금 먹을것임,"['배추 김치', '김치 볶음밥']"
389,내일 식사로는 10시에 탕수육과 알리오올리오를 많이 먹었네,"['탕수육', '알리오올리오']"
390,내일  저녁에 짜장면 팟타이를 빨리 먹었네,"['짜장면', '팟타이']"
391,"내일 모레 아침으로 평양 냉면, 총각 김치를 많이 먹을게","['평양 냉면', '총각 김치']"
392,내일  5시에 족발과 스테이크를 적당히 먹음,"['족발', '스테이크']"
393,"익일 11시에 김밥, 된장찌개를 조금만 먹었네","['김밥', '된장찌개']"
394,"내일 식사로는 점심에 탕수육, 나시고랭을 없음 먹을것 같아","['탕수육', '나시고랭']"
395,오늘 식사는 8시에 된장찌개 삼겹살을 맛있게 먹을것임,"['된장찌개', '삼겹살']"
396,내일 식사로는 저녁으로 쌀밥과 배추 된장국을 쪼금 먹었다,"['쌀밥', '배추 된장국']"
397,"익일 식사로는 5시에 라면, 족발 보쌈을 살짝 먹을게","['라면', '족발 보쌈']"
398,"일일 11시에 제육볶음, 돈까스를 맛있게 먹을것 같아","['제육볶음', '돈까스']"
399,오늘 식사로는 12시에 밥과 한우를 살짝 먹을것임,"['밥', '한우']"
400,내일 식사로는 점심에 수육과 만두국을 쪼금 먹었어,"['수육', '만두국']"
401,"내일 모레 9시에 배추, 떡과 피자를 먹을것 같아","['배추', '떡', '피자']"
402,내일  아침에 볶음밥과 나시고랭과 된장찌개를 맛있게,"['볶음밥', '나시고랭', '된장찌개']"
403,오늘 6시에 갈비 간짜장을 적당히,"['갈비', '간짜장']"
404,익일 점심에 배추랑 냉면을 빨리 먹을것임,"['배추', '냉면']"
405,4시에 로제 파스타하고 팟타이를 조금만 먹을것 같아,"['로제 파스타', '팟타이']"
406,내일 모레 오후에 소고기랑 간짜장면을 맛있게 먹을게,"['소고기', '간짜장면']"
407,내일 식사는 오전에 짜장면과 스테이크를 쪼금 먹음,"['짜장면', '스테이크']"
408,내일 식사로는 12시에 비빔밥을 조금,['비빔밥']
409,내일 식사는 11시에 냉면과 배추 김치를 조금만 먹을것임,"['냉면', '배추 김치']"
410,금일 식사로는 7시에 만두국 토마토 샐러드를 조금 먹었어,"['만두국', '토마토 샐러드']"
411,"내일  9시에 비빔밥이랑 갈비와 토마토 파스타, 갈비탕을 빨리 먹을게","['비빔밥', '갈비', '토마토 파스타', '갈비탕']"
412,오늘 식사로는 간식으로 한우랑 마라탕을 없음,"['한우', '마라탕']"
413,내일 식사로는 점심으로 김치찌개하고 라면을 많이 먹었다,"['김치찌개', '라면']"
414,내일  11시에 볶음밥 알리오올리오를 조금만 먹을것임,"['볶음밥', '알리오올리오']"
