,sentence,foodlist
281,어제 저녁에 만두국이랑 간짜장면을 없음 먹음,"['만두국', '간짜장면']"
282,"오늘 식사로는 1시에 볶음밥, 피자를 조금만 먹을게","['볶음밥', '피자']"
283,내일  12시에 토마토 샐러드 제육볶음을,"['토마토 샐러드', '제육볶음']"
284,금일 식사는 9시에 배추 된장국과 밥을 조금만 먹을것 같아,"['배추 된장국', '밥']"
285,내일 식사는 2시에 보쌈하고 팟타이를 없음 먹었다,"['보쌈', '팟타이']"
286,내일  2시에 김치 볶음밥 갈비를 조금만 먹을것 같아,"['김치 볶음밥', '갈비']"
287,내일  2시에 배추 김치와 간짜장면과 피자를 조금,"['배추 김치', '간짜장면', '피자']"
288,익일 식사로는 10시에 탕수육하고 제육볶음을 급하게 먹을것 같아,"['탕수육', '제육볶음']"
289,오늘 식사로는 8시에 팟타이랑 간짜장을 적정량,"['팟타이', '간짜장']"
290,내일  3시에 알리오올리오와 쌀밥을 많이,"['알리오올리오', '쌀밥']"
291,오늘 점심으로 족발과 피자를 급하게 먹을것임,"['족발', '피자']"
292,6시에 쌀밥과 된장찌개를 맛있게 먹을것임,"['쌀밥', '된장찌개']"
293,오늘 식사로는 저녁에 김치하고 만두국을 급하게 먹을게,"['김치', '만두국']"
294,금일 식사는 6시에 된장찌개와 토마토 파스타 떡만두국이랑 한우를 조금만 먹을꺼야,"['된장찌개', '토마토 파스타', '떡만두국', '한우']"
295,금일 식사로는 1시에 콩밥이랑 된장 라면을 빨리,"['콩밥', '된장 라면']"
296,내일 모레 아침으로 수육이랑 마라탕을 적정량 먹었어,"['수육', '마라탕']"
297,내일 식사로는 배추랑 스테이크를 쪼금 먹음,"['배추', '스테이크']"
298,오늘 간식으로 된장 라면하고 밥을 적당히 먹었어,"['된장 라면', '밥']"
299,금일 식사로는 8시에 간짜장면 햄버거를 조금 먹었다,"['간짜장면', '햄버거']"
300,오늘 식사는 4시에 햄버거랑 햄버거를 없음 먹을게,"['햄버거', '햄버거']"
301,오늘 식사로는 7시에 짜장면과 콩밥을 급하게,"['짜장면', '콩밥']"
302,"오늘 식사로는 오전에 김치와 배추 김치랑 평양 냉면, 토마토와 순두부찌개를 급하게 먹을꺼야","['김치', '배추 김치', '평양 냉면', '토마토', '순두부찌개']"
303,"내일 식사로는 9시에 된장 라면과 제육볶음 떡, 콩밥을 적당히 먹을것 같아","['된장 라면', '제육볶음', '떡', '콩밥']"
304,오늘 식사로는 점심에 된장찌개하고 콩밥을 적정량 먹을것임,"['된장찌개', '콩밥']"
305,"익일 식사로는 아침에 떡, 김밥을 조금 먹을것임","['떡', '김밥']"
306,내일 모레 점심으로 짜장면과 오복쟁반과 제육볶음을 조금만 먹음,"['짜장면', '오복쟁반', '제육볶음']"
307,일일 오전에 팟타이와 라면을 없음 먹을꺼야,"['팟타이', '라면']"
308,오늘 식사로는 아침으로 떡 김밥을 조금 먹었다,"['떡', '김밥']"
309,일일 점심으로 소고기를 살짝 먹음,['소고기']
310,익일 식사로는 저녁에 라면이랑 소고기를 없음 먹을것 같아,"['라면', '소고기']"
311,오늘 7시에 순두부찌개 한우를 먹을꺼야,"['순두부찌개', '한우']"
312,내일  10시에 만두국이랑 오복쟁반을 없음 먹음,"['만두국', '오복쟁반']"
313,점심에 김치랑 배추 된장국을 빨리 먹을꺼야,"['김치', '배추 된장국']"
314,오늘 식사로는 2시에 평양 냉면하고 한우를 먹었네,"['평양 냉면', '한우']"
315,익일 식사로는 아침에 콩밥 떡만두국을 맛있게 먹었어,"['콩밥', '떡만두국']"
316,"금일 식사로는 아침에 탕수육, 간짜장을 적당히 먹었네","['탕수육', '간짜장']"
317,내일  1시에 간짜장을 급하게 먹을것임,['간짜장']
318,오늘 식사로는 4시에 족발 보쌈과 밥을 적정량 먹었다,"['족발 보쌈', '밥']"
319,익일 2시에 갈비탕이랑 알리오올리오를 적당히 먹었네,"['갈비탕', '알리오올리오']"
320,그저께 저녁에 오복쟁반하고 갈비탕을 조금 먹음,"['오복쟁반', '갈비탕']"
321,그저께 저녁에 짜장면하고 냉면을 살짝 먹을것임,"['짜장면', '냉면']"
322,오늘 식사로는 3시에 밥 스테이크를 조금만 먹을꺼야,"['밥', '스테이크']"
323,익일 식사로는 점심으로 로제 파스타랑 배추 된장국을 없음 먹었네,"['로제 파스타', '배추 된장국']"
324,익일 식사로는 1시에 떡 만두국을 빨리 먹을것 같아,"['떡', '만두국']"
325,오늘 3시에 밥하고 떡만두국을 먹을게,"['밥', '떡만두국']"
326,금일 식사로는 10시에 만두국 갈비를 빨리 먹음,"['만두국', '갈비']"
327,오늘 1시에 비빔밥과 소고기를 먹었네,"['비빔밥', '소고기']"
328,금일 식사로는 6시에 된장 라면 김치찌개를 먹었네,"['된장 라면', '김치찌개']"
329,금일 식사는 2시에 간짜장면이랑 순두부찌개를 맛있게 먹을것임,"['간짜장면', '순두부찌개']"
330,"오늘 아침으로 간짜장면, 된장찌개를 쪼금 먹음","['간짜장면', '된장찌개']"
331,오늘 식사는 저녁에 피자하고 떡만두국을 없음 먹을게,"['피자', '떡만두국']"
332,금일 저녁으로 김치찜을 많이 먹었어,['김치찜']
333,익일 식사는 오후에 볶음밥이랑 햄버거를 적정량 먹었네,"['볶음밥', '햄버거']"
334,익일 4시에 수육이랑 소고기 비빔밥을 조금만 먹을게,"['수육', '소고기 비빔밥']"
335,어제 5시에 돈까스 밥을 빨리,"['돈까스', '밥']"
336,오늘 식사는 6시에 김치찌개와 김밥을 급하게 먹었네,"['김치찌개', '김밥']"
337,오늘 12시에 토마토랑 토마토 파스타를 급하게 먹을꺼야,"['토마토', '토마토 파스타']"
338,내일  1시에 갈비탕 토마토 파스타를 빨리 먹을것임,"['갈비탕', '토마토 파스타']"
339,금일 식사로는 8시에 배추를 조금만 먹음,['배추']
340,"내일 모레 아침으로 짜장면, 햄버거를 살짝 먹음","['짜장면', '햄버거']"
341,오늘 식사는 11시에 소고기 김치를 없음 먹었네,"['소고기', '김치']"
342,어제 점심으로 로제 파스타랑 평양 냉면을 살짝 먹음,"['로제 파스타', '평양 냉면']"
343,"익일 식사로는 간식으로 토마토, 배추 된장국을 맛있게 먹음","['토마토', '배추 된장국']"
344,"내일 모레 간짜장, 된장찌개를 급하게 먹었어","['간짜장', '된장찌개']"
345,"그저께 8시에 순두부찌개, 총각 김치를 적당히 먹었네","['순두부찌개', '총각 김치']"
346,익일 식사로는 8시에 삼겹살을 많이,['삼겹살']
347,내일 식사는 아침에 김치와 갈비탕을 조금만 먹을것 같아,"['김치', '갈비탕']"
348,일일 아침으로 스테이크와 소고기 비빔밥을 쪼금 먹을것 같아,"['스테이크', '소고기 비빔밥']"
349,오늘 식사는 평양 냉면 평양 냉면을 쪼금 먹을게,"['평양 냉면', '평양 냉면']"
350,"오늘 2시에 라면, 김밥을 쪼금 먹음","['라면', '김밥']"
351,오늘 식사로는 8시에 밥 탕수육을 빨리 먹을게,"['밥', '탕수육']"
352,금일 식사는 7시에 비빔밥이랑 보쌈을 먹었어,"['비빔밥', '보쌈']"
353,오늘 식사로는 3시에 피자 오복쟁반을 많이 먹을것 같아,"['피자', '오복쟁반']"
354,익일 식사로는 10시에 소고기하고 수육을 조금만 먹음,"['소고기', '수육']"
355,금일 오전에 햄버거와 평양 냉면을 급하게 먹었네,"['햄버거', '평양 냉면']"
356,내일 식사는 4시에 총각 김치랑 김밥을 많이 먹었다,"['총각 김치', '김밥']"
357,오늘 식사로는 12시에 알리오올리오하고 팟타이를 많이 먹을것임,"['알리오올리오', '팟타이']"
358,"일일 오후에 간짜장, 나시고랭을 조금 먹을것 같아","['간짜장', '나시고랭']"
359,어제 10시에 토마토 파스타와 총각 김치를 급하게 먹었네,"['토마토 파스타', '총각 김치']"
360,내일 식사는 아침에 알리오올리오랑 김치 볶음밥을 살짝 먹었네,"['알리오올리오', '김치 볶음밥']"
361,"그저께 8시에 마라탕, 제육볶음을 적정량","['마라탕', '제육볶음']"
362,"금일 식사로는 12시에 토마토, 토마토 샐러드를 맛있게 먹을것 같아","['토마토', '토마토 샐러드']"
363,금일 3시에 소고기하고 떡만두국을 빨리 먹었다,"['소고기', '떡만두국']"
364,금일 식사는 점심으로 김치찌개와 평양 냉면과 김치찌개와 콩밥을 많이 먹을꺼야,"['김치찌개', '평양 냉면', '김치찌개', '콩밥']"
365,내일 식사로는 아침으로 한우랑 배추 김치를 살짝 먹음,"['한우', '배추 김치']"
366,익일 식사로는 3시에 갈비하고 배추 김치를 조금 먹었네,"['갈비', '배추 김치']"
367,12시에 만두국과 탕수육을 맛있게 먹음,"['만두국', '탕수육']"
368,저녁에 로제 파스타와 족발이랑 밥을 없음,"['로제 파스타', '족발', '밥']"
369,내일 식사는 6시에 볶음밥을 빨리,['볶음밥']
370,금일 식사는 8시에 평양 냉면하고 배추 김치를 맛있게 먹을것임,"['평양 냉면', '배추 김치']"
371,금일 식사는 9시에 떡 콩밥을 빨리 먹을게,"['떡', '콩밥']"
372,내일 식사는 10시에 콩밥과 수육을 많이 먹음,"['콩밥', '수육']"
373,"오늘 식사는 6시에 볶음밥, 한우를 맛있게 먹을것 같아","['볶음밥', '한우']"
374,"내일 식사는 점심으로 피자, 배추랑 짜장면 쌀밥을 조금만 먹었다","['피자', '배추', '짜장면', '쌀밥']"
375,내일 식사로는 점심으로 소고기 피자를 없음,"['소고기', '피자']"
376,"오늘 식사로는 4시에 한우, 알리오올리오하고 쌀밥을 빨리 먹을꺼야","['한우', '알리오올리오', '쌀밥']"
377,익일 5시에 냉면이랑 로제 파스타를 없음 먹을꺼야,"['냉면', '로제 파스타']"
378,오늘 식사로는 9시에 토마토하고 팟타이를 급하게 먹을꺼야,"['토마토', '팟타이']"
379,"익일 식사로는 6시에 간짜장면, 오복쟁반을 조금만 먹을것임","['간짜장면', '오복쟁반']"
380,그저께 아침으로 비빔밥이랑 알리오올리오를 조금 먹었어,"['비빔밥', '알리오올리오']"
381,9시에 알리오올리오를 적당히 먹음,['알리오올리오']
382,금일 식사는 아침으로 삼겹살과 수육을 먹을꺼야,"['삼겹살', '수육']"
383,내일 식사는 갈비랑 소고기 비빔밥을 없음 먹었다,"['갈비', '소고기 비빔밥']"
384,"어제 저녁에 평양 냉면, 라면을 조금만 먹었어","['평양 냉면', '라면']"
385,익일 식사로는 점심으로 라면 콩밥을 없음 먹을것임,"['라면', '콩밥']"
386,금일 식사는 보쌈 삼겹살을 조금 먹었다,"['보쌈', '삼겹살']"
387,"일일 8시에 떡만두국, 팟타이 김치찌개 토마토 파스타하고 밥을 급하게 먹을게","['떡만두국', '팟타이', '김치찌개', '토마토 파스타', '밥']"
388,익일 식사로는 점심에 갈비탕과 김치찌개를 조금 먹었네,"['갈비탕', '김치찌개']"
389,일일 아침에 족발 간짜장면을 빨리 먹었어,"['족발', '간짜장면']"
390,그저께 6시에 된장 라면을 없음,['된장 라면']
391,아침으로 마라탕이랑 떡만두국을 적정량,"['마라탕', '떡만두국']"
392,내일  6시에 김치 볶음밥과 나시고랭을 적당히 먹을것임,"['김치 볶음밥', '나시고랭']"
393,익일 식사로는 1시에 족발이랑 나시고랭을 살짝 먹을꺼야,"['족발', '나시고랭']"
394,오늘 식사는 점심으로 순두부찌개하고 탕수육을 급하게 먹을꺼야,"['순두부찌개', '탕수육']"
395,"금일 아침으로 배추 된장국, 간짜장을 많이 먹을게","['배추 된장국', '간짜장']"
396,익일 식사는 9시에 김치찜 콩밥을 살짝,"['김치찜', '콩밥']"
397,내일 식사로는 4시에 족발이랑 된장 라면을 살짝,"['족발', '된장 라면']"
398,오늘 식사는 아침으로 된장찌개와 콩밥을 살짝 먹을게,"['된장찌개', '콩밥']"
399,저녁에 쌀밥과 햄버거를 맛있게 먹음,"['쌀밥', '햄버거']"
400,오늘 식사로는 오후에 짜장면을 적정량 먹을것임,['짜장면']
401,오늘 점심으로 로제 파스타와 삼겹살을 급하게 먹었다,"['로제 파스타', '삼겹살']"
402,익일 11시에 소고기 스테이크를 조금만 먹었네,"['소고기', '스테이크']"
403,금일 6시에 갈비 족발을 조금만 먹었어,"['갈비', '족발']"
404,금일 식사는 갈비와 배추 김치를 급하게 먹음,"['갈비', '배추 김치']"
405,"일일 아침에 쌀밥, 총각 김치를 조금","['쌀밥', '총각 김치']"
406,오늘 식사는 11시에 볶음밥과 간짜장을 조금만 먹음,"['볶음밥', '간짜장']"
407,"일일 2시에 된장 라면, 김치 볶음밥을 적당히 먹었다","['된장 라면', '김치 볶음밥']"
408,"금일 저녁으로 볶음밥, 탕수육을 조금 먹었네","['볶음밥', '탕수육']"
409,"오늘 저녁에 오복쟁반, 배추 된장국을 쪼금 먹었어","['오복쟁반', '배추 된장국']"
410,어제 9시에 돈까스랑 냉면을 조금만 먹을것 같아,"['돈까스', '냉면']"
411,내일 식사로는 오후에 마라탕이랑 배추 된장국을 없음 먹었어,"['마라탕', '배추 된장국']"
412,"7시에 알리오올리오, 토마토를 급하게 먹음","['알리오올리오', '토마토']"
413,일일 오전에 스테이크와 탕수육을 적당히 먹음,"['스테이크', '탕수육']"
414,오늘 식사는 저녁에 떡하고 떡을 살짝,"['떡', '떡']"
415,익일 식사로는 저녁에 김치 볶음밥 쌀밥을 빨리 먹을게,"['김치 볶음밥', '쌀밥']"
416,일일 아침에 돈까스와 밥을,"['돈까스', '밥']"
417,익일 2시에 라면 냉면을 많이,"['라면', '냉면']"
418,오늘 저녁에 돈까스랑 김치를 많이 먹었어,"['돈까스', '김치']"
419,내일 식사는 2시에 보쌈하고 총각 김치를 쪼금 먹음,"['보쌈', '총각 김치']"
420,"오늘 1시에 갈비 돈까스, 밥과 배추 김치하고 토마토 파스타를 조금 먹었다","['갈비', '돈까스', '밥', '배추 김치', '토마토 파스타']"
421,내일 식사로는 간식으로 떡하고 소고기를 많이 먹을게,"['떡', '소고기']"
422,내일  1시에 쌀밥하고 김밥을 쪼금,"['쌀밥', '김밥']"
423,익일 10시에 돈까스를 없음 먹을것 같아,['돈까스']
424,익일 식사로는 삼겹살 된장찌개를 먹을것임,"['삼겹살', '된장찌개']"
425,내일 모레 6시에 소고기 비빔밥을 먹을꺼야,['소고기 비빔밥']
426,오늘 식사는 9시에 냉면하고 돈까스를 급하게 먹었어,"['냉면', '돈까스']"
